,names,values
1444,Rafi,M
1445,Rahul,M
1446,Rainer,M
1447,Rajkumar,M
1448,Ralf,M
1449,Ralph,M
1450,Rama,M
1451,RamÎê_n,M
1452,Ranald,M
1453,Randall,M
1454,Randy,M
1455,Rania,M
1456,Ransom,M
1457,Raoul,M
1458,Rashida,F
1459,Rasmus,M
1460,Ravn,M
1461,Rawson,M
1462,Ray,M
1463,Raymond,M
1464,Razvan,M
1465,Reb,M
1466,Rebecca,F
1467,Reed,M
1468,Reginald,M
1469,Reha,M
1470,Reid,M
1471,Reiko,M
1472,Renzil,M
1473,RenÎêÎ©,M
1474,Reuben,M
1475,Rex,M
1476,Rhett,M
1477,Rian,M
1478,Ricardo,M
1479,Rich,M
1480,Richard,M
1481,Richelle,F
1482,Rick,M
1483,Ricky,M
1484,Rida,M
1485,Rika,F
1486,Riley,M
1487,Ring,M
1488,Rishi,M
1489,Rita,F
1490,Ritesh,M
1491,Roald,M
1492,Rob,M
1493,Robb,M
1494,Robert,M
1495,Roberto,M
1496,Roberts,M
1497,Robin,M
1498,Robyn,F
1499,Rockne,M
1500,Rod,M
1501,Roderick,M
1502,Rodney,M
1503,Rodolfo,M
1504,Rodrigo,M
1505,Roger,M
1506,Rogier,M
1507,Roi,M
1508,Roland,M
1509,Rolf,M
1510,Rolfe,M
1511,Roman,M
1512,Romeo,M
1513,Ron,M
1514,Rona,F
1515,Ronald,M
1516,Ronan,M
1517,Ronnie,M
1518,Rosalie,F
1519,Rosalind,F
1520,Rose,F
1521,Ross,M
1522,Rossella,F
1523,Rowan,M
1524,Roy,M
1525,Ruba,F
1526,Ruben,M
1527,Rubin,M
1528,Rudolph,M
1529,Ruggero,M
1530,Rumer,M
1531,Rumle,M
1532,Rupert,M
1533,Russell,M
1534,Ruth,F
1535,Ryan,M
1536,Ryne,M
1537,Ryszard,M
1538,RyÎêÎ_,M
1539,RyÎêÎ_nosuke,M
1540,RyÎêÎ_ta,M
1541,RyÎêÎ_zÎêÎä,M
1542,RÎêÎ©gis,M
1543,RÎêÎ©mi,M
1544,S.,M
1545,S.E.,M
1546,S.J.,M
1547,S.N.,M
1548,S.S.,M
1549,Saara,F
1550,Sabereh,M
1551,Sabina,F
1552,Sabine,F
1553,Sabrina,F
1554,Sacha,M
1555,Sadayuki,M
1556,Saeko,M
1557,Saela,M
1558,Sakke,M
1559,Salem,M
1560,Sally,F
1561,Salvador,M
1562,Sam,M
1563,Samantha,F
1564,Samson,M
1565,Samuel,M
1566,Sandor,M
1567,Sandra,F
1568,Sandrina,M
1569,Sandro,M
1570,Sandy,M
1571,Sang-il,M
1572,Sanna,F
1573,Santiago,M
1574,Santo,M
1575,Sara,F
1576,Sarah,F
1577,Sarah-Violet,M
1578,Saratchandra,M
1579,Sari,F
1580,Saroo,M
1581,Satoshi,M
1582,Saul,M
1583,Savage,M
1584,Saverio,M
1585,Scandar,M
1586,Scott,M
1587,Sean,M
1588,Sebastian,M
1589,SebastiÎêÎçn,M
1590,Selma,F
1591,Selwyn,M
1592,Semi,M
1593,Semih,M
1594,Seo-kyeong,M
1595,Seong-gang,M
1596,Seong-san,M
1597,Serge,M
1598,Sergey,M
1599,Sergi,M
1600,Sergio,M
1601,Seth,M
1602,Seton,M
1603,Shahin,M
1604,Shamim,M
1605,Shana,F
1606,Shane,M
1607,Sharman,M
1608,Shauna,F
1609,Shawn,M
1610,Sheila,F
1611,Shelagh,F
1612,Shelby,M
1613,Sheldon,M
1614,Sheridan,M
1615,Sherman,M
1616,Shin'ichi,M
1617,ShinichirÎêÎä,M
1618,Shira,F
1619,Shirow,M
1620,Shital,M
1621,Shonali,M
1622,Shonda,F
1623,Shotaro,M
1624,Shui,M
1625,Shuki,M
1626,Shunji,M
1627,Shyam,M
1628,ShÎêÎ_hei,M
1629,ShÎêÎägo,M
1630,ShÎêÎähei,M
1631,Sian,F
1632,Sidney,M
1633,Silvio,M
1634,Simon,M
1635,Sindy,F
1636,Sion,M
1637,SjÎê_n,M
1638,Skip,M
1639,Slava,M
1640,Smita,M
1641,So,M
1642,Sofia,F
1643,Sol,F
1644,Sonja,F
1645,Sonny,M
1646,Sonya,F
1647,Sophie,F
1648,Sophocles,M
1649,Souleymane,M
1650,Spalding,M
1651,Spencer,M
1652,Spice,M
1653,Spike,M
1654,Srdjan,M
1655,Stacey,F
1656,Stacie,F
1657,Stacy,F
1658,Stan,M
1659,Stanford,M
1660,Stanislav,M
1661,Stanislaw,M
1662,Stanley,M
1663,Stav,F
1664,Stavros,M
1665,Stefan,M
1666,Stefano,M
1667,Stel,M
1668,Stephan,M
1669,Stephanie,F
1670,Stephen,M
1671,Steve,M
1672,Steven,M
1673,Stewart,M
1674,Stian,M
1675,Stieg,M
1676,Stirling,M
1677,Stu,M
1678,Stuart,M
1679,StÎêÎ©phane,M
1680,StÎêÎ©phanie,M
1681,Su,F
1682,Sue,F
1683,Suha,F
1684,Sujoy,M
1685,Sukehiro,M
1686,Sukey,M
1687,Sunait,M
1688,Sung,M
1689,Sung-ho,M
1690,Supratik,M
1691,Susan,F
1692,Susanna,F
1693,Susannah,F
1694,Susanne,F
1695,Suza,M
1696,Suzana,F
1697,Suzanne,F
1698,Suzi,F
1699,Suzuki,M
1700,Sveinn,M
1701,Sydney,F
1702,Sylvain,M
1703,Sylvester,M
1704,Sylvia,F
1705,SÎêÎ©bastien,M
1706,T.,M
1707,T.C.,M
1708,T.E.,M
1709,T.J.,M
1710,T.S.,M
1711,Tab,M
1712,Tabajara,M
1713,Tadao,M
1714,Tadashi,M
1715,Tae-gyun,M
1716,Tae-yong,M
1717,Tahmineh,M
1718,Tai-lee,M
1719,TaijirÎêÎä,M
1720,Taika,F
1721,Takashi,M
1722,Takeo,M
1723,Takeshi,M
1724,Talbot,M
1725,Talya,F
1726,Tama,M
1727,Tamara,F
1728,Tamzin,M
1729,Tan,M
1730,Tanya,F
1731,Tara,F
1732,Tate,M
1733,Tatiana,F
1734,Tatjana,F
1735,Tatsuhiko,M
1736,Tatsuya,M
1737,Taylor,M
1738,Te,M
1739,Ted,M
1740,Teena,M
1741,Telsche,M
1742,Temple,M
1743,Tennessee,M
1744,Tennyson,M
1745,Terence,M
1746,Teresa,F
1747,Terrance,M
1748,Terrel,M
1749,Terrence,M
1750,Terry,M
1751,Teru,M
1752,Tess,F
1753,TetsurÎêÎä,M
1754,The,M
1755,Thea,F
1756,Theodore,M
1757,Thierry,M
1758,Thom,M
1759,Thomas,M
1760,Thornton,M
1761,Thunder,M
1762,Ti,M
1763,Tiffany,F
1764,Tim,M
1765,Timothy,M
1766,Timur,M
1767,Tina,F
1768,Ting,M
1769,Tinto,M
1770,Tizza,M
1771,Tobi,M
1772,Tobias,M
1773,Toby,M
1774,Tod,M
1775,Todd,M
1776,Tokuya,M
1777,Tom,M
1778,Tomm,M
1779,Tommy,M
1780,Tomo'o,M
1781,Tomoko,F
1782,Ton,M
1783,Toni,M
1784,Tonino,M
1785,Tony,M
1786,Torsten,M
1787,Tracey,F
1788,Tracy,F
1789,Tran,M
1790,Travis,M
1791,Trent,M
1792,Trevor,M
1793,Trey,M
1794,Tricia,F
1795,Tristan,M
1796,Tristram,M
1797,Troy,M
1798,Truman,M
1799,Tudor,M
1800,Tulio,M
1801,Turner,M
1802,Tushar,M
1803,Tyler,M
1804,Uberto,M
1805,Ulf,M
1806,Uli,M
1807,Ulla,F
1808,Ulrich,M
1809,Ulrike,F
1810,Umberto,M
1811,Urszula,F
1812,V.S.,M
1813,Vadim,M
1814,Valentin,M
1815,Valentine,M
1816,Valerie,F
1817,ValÎêÎ©rie,M
1818,Vanessa,F
1819,Vardis,M
1820,Vasilis,M
1821,Vera,F
1822,Vernon,M
1823,Veronika,F
1824,Vicente,M
1825,Vicki,F
1826,Victor,M
1827,Victoria,F
1828,Victorien,M
1829,Vijayendra,M
1830,Vikas,M
1831,Vikram,M
1832,Viktor,M
1833,Vilgot,M
1834,Vince,M
1835,Vincent,M
1836,Vincenzo,M
1837,Vinko,M
1838,Virginia,F
1839,Virginie,F
1840,Vitaliano,M
1841,Vito,M
1842,Viviana,F
1843,ViÎêÎ±a,M
1844,Vladimir,M
1845,Vladlen,M
1846,Vy,M
1847,VÎê_ctor,M
1848,W.,M
1849,W.D.,M
1850,W.H.,M
1851,W.P.,M
1852,W.R.,M
1853,Waclaw,M
1854,Wahid,M
1855,Waldemar,M
1856,Waldo,M
1857,Walter,M
1858,Wang,M
1859,Ward,M
1860,Warren,M
1861,Washington,M
1862,Wayne,M
1863,Wenceslao,M
1864,Wendell,M
1865,Wendy,F
1866,Wentworth,M
1867,Werner,M
1868,Wes,M
1869,Wesley,M
1870,Whit,M
1871,Whitfield,M
1872,Whitney,F
1873,Wilhelm,M
1874,Will,M
1875,Willard,M
1876,William,M
1877,Willy,M
1878,Wim,M
1879,Wing-Shing,M
1880,Winston,M
1881,Winthrop,M
1882,Wolf,M
1883,Wolfgang,M
1884,Won-Chan,M
1885,Woody,M
1886,Wrion,M
1887,Wu,M
1888,Xan,M
1889,Xavier,M
1890,Xiangsheng,M
1891,Xiaobai,M
1892,Xiaolu,M
1893,Yael,F
1894,Yann,M
1895,Yasemin,F
1896,Yasmin,F
1897,Yasmina,F
1898,YasujirÎêÎä,M
1899,Yasutaka,M
1900,Yeong-ah,M
1901,Yin,F
1902,Yoji,M
1903,Yorgos,M
1904,Yoshiie,M
1905,Yoshimitsu,M
1906,Yoshinobu,M
1907,Yoshitaka,M
1908,Yuiko,M
1909,Yuki,F
1910,Yukiko,F
1911,Yurii,M
1912,Yuriy,M
1913,Yves,M
1914,YÎêÎ_suke,M
1915,YÎêÎ_ya,M
1916,YÎêÎäko,M
1917,Zach,M
1918,Zachary,M
1919,Zack,M
1920,Zak,M
1921,Zal,M
1922,Zalman,M
1923,Zana,F
1924,Zelda,F
1925,Zhangke,M
1926,Zhi-Hong,M
1927,Zoe,F
1928,Îê_mile,M
1929,Îê_ric,M
1930,Îê’_agan,M
1931,ÎêÎ_scar,M
1932,ÎêÎÅlex,M
1933,ÎêÎÅngel,M
1934,ÎêÎãlex,M
